Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID
KINDRED HOSPITAL - NEW JERSEY - MORRIS COUNTY,LONG TERM CARE,400 WEST BLACKWELL STREET,3rd Floor,DOVER,NJ,7801,MORRIS,40.88509127600001,-74.57552265199998,45.0,,45.0,0.6471139,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,5507801,4646,,5507801
STRONG MEMORIAL HOSPITAL,GENERAL ACUTE CARE,601 ELMWOOD AVE,,ROCHESTER,NY,14607,MONROE,43.12280887300005,-77.62425942799997,739.0,127.0,886.0,0.98,0.87,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5514607,2633,330285,5514607
ARIA HEALTH BUCKS COUNTY,GENERAL ACUTE CARE,380 NORTH OXFORD VALLEY ROAD,,LANGHORNE,PA,19114,BUCKS,40.18305200100007,-74.86744300099997,,,112.0,,,None,None,HIFLD-BEDS,None,None,5519114,,,5519114
CALVERT HEALTH MEDICAL CENTER,GENERAL ACUTE CARE,100 HOSPITAL ROAD,,PRINCE FREDERICK,MD,20678,CALVERT,38.55990680800006,-76.59627255599996,68.0,4.0,73.0,0.8,0.91,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5520678,1755,210039,5520678
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRITICAL ACCESS,235 EIGHTH AVENUE WEST,,CRESCO,IA,52136,HOWARD,43.38137657900005,-92.11799440299995,18.0,,19.0,0.2,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,552136,1357,161328,552136
HAMPSHIRE MEMORIAL HOSPITAL,CRITICAL ACCESS,363 SUNRISE BOULEVARD,,ROMNEY,WV,26757,HAMPSHIRE,39.35095141500005,-78.75773594199995,,,44.0,,,None,None,HIFLD-BEDS,None,None,5526757,,,5526757
PROVIDENCE HEALTH CENTER,GENERAL ACUTE CARE,6901 MEDICAL PARKWAY,,WACO,TX,76702,MCLENNAN,31.514250655000072,-97.19949096799995,225.0,30.0,237.0,0.75,0.67,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55276702,3757,450042,55276702
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,GENERAL ACUTE CARE,201 EAST GROVER ST,,SHELBY,NC,28150,CLEVELAND,35.302904243000064,-81.53639421399998,241.0,51.0,308.0,0.4,0.78,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5528150,2761,340021,5528150
LIEBER CORRECTIONAL INSTITUTION INFIRMARY,GENERAL ACUTE CARE,136 WILBORN AVE,,RIDGEVILLE,SC,29472,DORCHESTER,33.08533946400007,-80.29073136299998,,,10.0,,,None,None,HIFLD-BEDS,None,None,5529472,,,5529472
OPTIM MEDICAL CENTER SCREVEN,CRITICAL ACCESS,215 MIMS ROAD,,SYLVANIA,GA,30467,SCREVEN,32.75025039800004,-81.64701956399993,25.0,,25.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5530467,5214,111312,5530467
CAPE CORAL HOSPITAL,GENERAL ACUTE CARE,636 DEL PRADO BLVD,NaN,CAPE CORAL,FL,33990,LEE,26.639205177000065,-81.94202249799999,300.0,18.0,291.0,0.7133333333333334,0.7222222222222222,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,5533990,768,100244,5533990
GROVE HILL MEMORIAL HOSPITAL,GENERAL ACUTE CARE,295 JACKSON HIGHWAY S,,GROVE HILL,AL,36451,CLARKE,31.694302296000036,-87.77602462699997,21.0,,50.0,0.37,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5536451,30,010091,5536451
PERRY COMMUNITY HOSPITAL,GENERAL ACUTE CARE,2718 SQUIRREL HOLLOW DRIVE,,LINDEN,TN,37096,PERRY,35.59232333200002,-87.86375526799998,21.0,,53.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5537096,3524,440040,5537096
DEPAUL CENTER,PSYCHIATRIC,301 LONDONDERRY DRIVE,,WACO,TX,76702,MCLENNAN,31.511002200000053,-97.19839717199993,,,48.0,,,None,None,HIFLD-BEDS,None,None,55376702,,,55376702
NORTH MS STATE HOSPITAL,PSYCHIATRIC,1937 BRIAR RIDGE ROAD,,TUPELO,MS,38804,LEE,34.23760656600007,-88.67182750799999,50.0,0.0,50.0,0.9269041095890411,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5538804,5062,254009,5538804
MCDOWELL ARH HOSPITAL,CRITICAL ACCESS,9879 KENTUCKY ROUTE 122,,MCDOWELL,KY,41647,FLOYD,37.456706463000046,-82.74720786599994,25.0,4.0,25.0,0.19,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5541647,1557,181331,5541647
BELLIN MEMORIAL HSPTL,GENERAL ACUTE CARE,744 S WEBSTER AVE,,GREEN BAY,WI,54305,BROWN,44.50224209000003,-88.011285591,161.0,,244.0,0.48,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,554305,4124,520049,554305
MERCY ALLEN HOSPITAL,CRITICAL ACCESS,200 WEST LORAIN STREET,,OBERLIN,OH,44074,LORAIN,41.29506476200003,-82.22471296499998,25.0,,25.0,0.58,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5544074,2959,361306,5544074
HENDRICKS REGIONAL HEALTH,GENERAL ACUTE CARE,1000 E MAIN ST,,DANVILLE,IN,46122,HENDRICKS,39.76191216300004,-86.50188212999996,133.0,12.0,133.0,0.44,0.43,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5546122,1231,150005,5546122
ASPIRUS IRON RIVER HOSPITAL & CLINICS,GENERAL ACUTE CARE,1400 W ICE LAKE ROAD,,IRON RIVER,MI,49935,IRON,46.09988409500005,-88.61927448499996,25.0,3.0,25.0,0.24,0.13,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5549935,1888,231318,5549935
LORING HOSPITAL,CRITICAL ACCESS,211 HIGHLAND AVENUE,,SAC CITY,IA,50583,SAC,42.41899449000004,-94.97950671499994,25.0,,25.0,0.08,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5550583,5495,161370,5550583
MEMORIAL HSPTL LAFAYETTE CTY,GENERAL ACUTE CARE,"800 CLAY ST, PO BOX 70",PO BOX 70,DARLINGTON,WI,53530,LAFAYETTE,42.68364369300009,-90.11002716599995,25.0,,25.0,0.11,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5553530,4166,521312,5553530
MAYO CLINIC HEALTH SYSTEM IN RED WING,GENERAL ACUTE CARE,701 HEWITT BOULEVARD,,RED WING,MN,55066,GOODHUE,44.56022958800001,-92.57194580899994,50.0,4.0,50.0,0.28,0.44,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5555066,1998,240018,5555066
PIONEER MEMORIAL HOSPITAL AND HEALTH SERVICES,CRITICAL ACCESS,315 NORTH WASHINGTON STREET,,VIBORG,SD,57070,TURNER,43.17538103300007,-97.08404255999994,12.0,,12.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5557070,5174,431328,5557070
CLEAR LAKE REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,500 MEDICAL CENTER BOULEVARD,,WEBSTER,TX,77598,HARRIS,29.54130675000004,-95.12781514499996,532.0,86.0,532.0,0.79,0.76,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55577598,3691,450617,55577598
ST JAMES HEALTHCARE,GENERAL ACUTE CARE,400 S CLARK ST,,BUTTE,MT,59701,SILVER BOW,46.00851666000007,-112.54551354299996,71.0,11.0,98.0,0.57,0.48,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5559701,2319,270017,5559701
THOREK MEMORIAL HOSPITAL,GENERAL ACUTE CARE,850 W IRVING PARK RD,,CHICAGO,IL,60613,COOK,41.95518901600006,-87.65162123999997,156.0,10.0,156.0,0.39,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5560613,1060,140115,5560613
TWO RIVERS BEHAVIORAL HEALTH SYSTEM,PSYCHIATRIC,5121 RAYTOWN ROAD,,KANSAS CITY,MO,64133,JACKSON,39.02978708400008,-94.46761449799999,105.0,0.0,105.0,0.28020874103065885,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HIFLD-BEDS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5564133,,264017,5564133
PAWNEE  VALLEY COMMUNITY HOSPITAL,CRITICAL ACCESS,923 CARROLL AVENUE,,LARNED,KS,67550,PAWNEE,38.18375893400002,-99.10767022099995,22.0,,25.0,0.23,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5567550,5522,171345,5567550
KINDRED REHABILITATION HOSPITAL CLEAR LAKE,REHABILITATION,655 EAST MEDICAL CENTER BOULEVARD,,WEBSTER,TX,77598,HARRIS,29.547590106000033,-95.11754743899996,60.0,0.0,60.0,0.4314875645236978,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55677598,5105,453052,55677598
GOTHENBURG MEMORIAL HOSPITAL,CRITICAL ACCESS,910 20TH ST,,GOTHENBURG,NE,69138,DAWSON,40.93891987900002,-100.15322980799995,12.0,,12.0,0.21,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5569138,2347,281313,5569138
COMMUNITY SPECIALTY HOSPITAL,LONG TERM CARE,408 SE EVANGELINE TRWY,,LAFAYETTE,LA,70501,LAFAYETTE,30.226120655000038,-92.0106280099999,,,22.0,,,None,None,HIFLD-BEDS,None,None,5570501,,,5570501
ALLIANCEHEALTH PONCA CITY,GENERAL ACUTE CARE,1900 NORTH 14TH STREET,,PONCA CITY,OK,74601,KAY,36.724659091000035,-97.06835683499996,48.0,10.0,140.0,0.49,0.38,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5574601,3062,370006,5574601
BENNETT COUNTY HEALTH CENTER,CRITICAL ACCESS,102 MAJOR ALLEN STREET,PO BOX 70,MARTIN,SD,57551,BENNETT,43.16975367000002,-101.73072543099995,14.0,,14.0,0.22,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,557551,4555,431314,557551
WEATHERFORD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,713 EAST ANDERSON STREET,,WEATHERFORD,TX,76086,PARKER,32.74811822300007,-97.78581051799993,82.0,20.0,103.0,0.66,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,55776086,3781,450203,55776086
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,LONG TERM CARE,860 SOUTH 8TH STREET,,BEAUMONT,TX,77701,JEFFERSON,30.069535331000036,-94.12531493399996,,,18.0,,,None,None,HIFLD-BEDS,None,None,5577701,,,5577701
MIDDLE PARK MEDICAL CENTER-GRANBY,GENERAL ACUTE CARE,1000 GRANBY PARK DRIVE SOUTH,,GRANBY,CO,80446,GRAND,40.075728,-105.925792,,,25.0,,,None,None,HIFLD-BEDS,None,None,5580446,,,5580446
ALTRU HOSPITAL,GENERAL ACUTE CARE,1200 S COLUMBIA RD,,GRAND FORKS,ND,58201,GRAND FORKS,47.910573,-97.06868619499994,271.0,26.0,297.0,0.55,0.51,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,558201,2852,350019,558201
SAFE HAVEN HOSPITAL OF POCATELLO,PSYCHIATRIC,1200 HOSPITAL WAY,,POCATELLO,ID,83201,BANNOCK,42.86802808500005,-112.41638620299999,,,14.0,,,None,None,HIFLD-BEDS,None,None,5583201,,,5583201
BEAVER VALLEY HOSPITAL,GENERAL ACUTE CARE,1109 NORTH 100 WEST STREET,PO BOX 1670,BEAVER,UT,84713,BEAVER,38.28914944700006,-112.64385877899996,25.0,,49.0,0.66,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5584713,3861,461335,5584713
ABRAZO MARYVALE CAMPUS,GENERAL ACUTE CARE,5102 WEST CAMPBELL AVENUE,,PHOENIX,AZ,85031,MARICOPA,33.502615649000056,-112.17079162399992,228.0,16.0,228.0,0.182091,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5585031,147,,5585031
ACOMA-CANONCITO-LAGUNA (ACL) HOSPITAL,CRITICAL ACCESS,80 B VETERANS BLVD,,ACOMA PUEBLO,NM,87049,CIBOLA,35.06859552800006,-107.57100869699995,6.0,,6.0,0.055708,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,5587049,2539,,5587049
CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,LONG TERM CARE,709 MEDICAL CENTER BOULEVARD,,WEBSTER,TX,77598,HARRIS,29.537405498000044,-95.12982930699995,74.0,23.0,74.0,0.5601259,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,55877598,5222,,55877598
INCLINE VILLAGE HEALTH CENTER,GENERAL ACUTE CARE,880 ALDER AVENUE,NaN,INCLINE VILLAGE,NV,89451,WASHOE,39.251497502000056,-119.95439401999992,4.0,0.0,4.0,0.0,0.0,CAN NHA 2020-04-28,CAN NHA 2020-04-28,DH-NUM_LICENS,CAN NHA 2020-04-28,CAN NHA 2020-04-28,5589451,4486,291301,5589451
CEDARS SINAI MEDICAL CENTER,GENERAL ACUTE CARE,8700 BEVERLY BOULEVARD,,LOS ANGELES,CA,90048,LOS ANGELES,34.07629445400004,-118.38071211599994,880.0,48.0,889.0,0.808923,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5590048,383,,5590048
NORTHERN ROCKIES MEDICAL CENTER,CRITICAL ACCESS,802 2ND ST SE,,CUT BANK,MT,59427,GLACIER,48.628509874000024,-112.327023468,20.0,,20.0,0.08,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,559427,2295,271337,559427
HOUSTON PHYSICIANS' HOSPITAL,GENERAL ACUTE CARE,333 NORTH TEXAS AVENUE,Suite 1000,WEBSTER,TX,77598,HARRIS,29.53384927200005,-95.12619307699998,21.0,,21.0,0.2,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,55977598,3713,670008,55977598
FERRY COUNTY MEMORIAL HOSPITAL,CRITICAL ACCESS,36 NORTH KLONDIKE ROAD,,REPUBLIC,WA,99166,FERRY,48.65304137400005,-118.73140091199996,25.0,,25.0,0.63,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5599166,5026,501322,5599166
NATIONAL PARK MEDICAL CENTER,GENERAL ACUTE CARE,1910 MALVERN AVENUE,,HOT SPRINGS,AR,71901,GARLAND,34.48610511100002,-93.03538527099995,126.0,16.0,163.0,0.627267,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,5600000,220,,5600000
HOSP METROPOLITANO DE SAN JUAN,GENERAL ACUTE CARE,PR-21 URB LAS LOMAS 1785,,PUERTO NUEVO,PR,922,SAN JUAN,18.389903349000065,-66.09826151399994,132.0,6.0,132.0,0.52,0.62,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5600922,4309,400106,5600922
NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,GENERAL ACUTE CARE,85 HERRICK STREET,,BEVERLY,MA,1915,ESSEX,42.5641,-70.8757,296.0,22.0,296.0,0.68,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5601915,1800,220033,5601915
SAINT CLARES HOSPITAL - BOONTON TOWNSHIP CAMPUS,PSYCHIATRIC,130 POWERVILLE ROAD,,BOONTON TOWNSHIP,NJ,7005,MORRIS,40.90981479800006,-74.42539297799993,,,120.0,,,None,None,HIFLD-BEDS,None,None,5607005,,,5607005
COLLINGSWORTH GENERAL HOSPITAL,CRITICAL ACCESS,1013 15TH STREET,,WELLINGTON,TX,79095,COLLINGSWORTH,34.84860057700007,-100.21219190199994,15.0,,15.0,0.19,,HCRIS-Total Staffed Beds,None,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,None,56179095,3610,451355,56179095
ARIA HEALTH FRANKFORD,GENERAL ACUTE CARE,4900 FRANKFORD AVENUE,,PHILADELPHIA,PA,19114,PHILADELPHIA,40.01954314300009,-75.081875,,,115.0,,,None,None,HIFLD-BEDS,None,None,5619114,,,5619114
CARROLL HOSPITAL CENTER,GENERAL ACUTE CARE,200 MEMORIAL AVE,,WESTMINSTER,MD,21157,CARROLL,39.55814602700006,-76.99072012999993,153.0,12.0,161.0,0.8,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5621157,1756,210033,5621157
CENTRA HEALTH VIRGINIA BAPTIST HOSPITAL,GENERAL ACUTE CARE,3300 RIVERMONT AVENUE,,LYNCHBURG,VA,24503,LYNCHBURG,37.43789546400005,-79.18784232499998,,,317.0,,,None,None,HIFLD-BEDS,None,None,5624503,,,5624503
HEALTHSOUTH WESTERN HILLS REGIONAL REHAB HOSPITAL,REHABILITATION,3 WESTERN HILLS DRIVE,,PARKERSBURG,WV,26105,WOOD,39.305590960000075,-81.53435122099995,40.0,0.0,40.0,0.8962328767123288,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5626105,5473,513027,5626105
KNAPP MEDICAL CENTER,GENERAL ACUTE CARE,1401 EAST 8TH STREET,,WESLACO,TX,78599,HIDALGO,26.153228402000018,-97.97761937099995,186.0,16.0,227.0,0.52,0.53,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56278599,3720,450128,56278599
COLUMBUS REGIONAL HEALTHCARE SYSTEM,GENERAL ACUTE CARE,500 JEFFERSON ST,,WHITEVILLE,NC,28472,COLUMBUS,34.33773429300004,-78.69412408799997,154.0,10.0,154.0,0.31,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5628472,2763,340068,5628472
WILLOW LANE INFIRMARY,GENERAL ACUTE CARE,4650 BROAD RIVER RD,,COLUMBIA,SC,29210,RICHLAND,34.07261655600006,-81.11140111499998,,,8.0,,,None,None,HIFLD-BEDS,None,None,5629210,,,5629210
CAPITAL REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,2626 CAPITAL MEDICAL BLVD,NaN,TALLAHASSEE,FL,32308,LEON,30.47571346200004,-84.23154533499995,272.0,20.0,266.0,0.6286764705882353,0.95,FL AHCA 2020-05-07,FL AHCA 2020-05-07,DH-NUM_LICENS,FL AHCA 2020-05-07,FL AHCA 2020-05-07,5632308,769,100254,5632308
MIZELL MEMORIAL HOSPITAL,GENERAL ACUTE CARE,702 MAIN STREET,,OPP,AL,36467,COVINGTON,31.29195823800006,-86.25452692299997,45.0,5.0,99.0,0.27,0.61,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5636467,37,010007,5636467
WESLACO REHABILITATION HOSPITAL,REHABILITATION,906 SOUTH JAMES STREET,,WESLACO,TX,78596,HIDALGO,26.151003898000045,-97.97707052599995,32.0,0.0,32.0,0.6728595890410959,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56378596,4674,453091,56378596
REGENCY HOSPITAL OF HATTIESBURG,LONG TERM CARE,"6051 U.S. HWY 49, 5TH FLOOR",,HATTIESBURG,MS,39401,FORREST,31.318739347000065,-89.33038890799997,,,33.0,,,None,None,HIFLD-BEDS,None,None,5639401,,,5639401
MEADOWVIEW REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,989 MEDICAL PARK DRIVE,,MAYSVILLE,KY,41056,MASON,38.63997437600005,-83.80810516599996,100.0,5.0,100.0,0.19,0.78,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5641056,1591,180019,5641056
NORTHWEST MO PSYCHIATRIC REHAB CTR,PSYCHIATRIC,3505 FREDERICK AVENUE,,ST. JOSEPH,MO,64502,BUCHANAN,39.778489236000034,-94.81140259799996,108.0,0.0,108.0,0.9902333840690005,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,564502,4788,264007,564502
"VA MEDICAL CENTER - MARION, IN",MILITARY,1700 E 38TH ST,,MARION,IN,46953,GRANT,40.520461504000025,-85.63826840499998,225.0,,225.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,5646953,1221,,5646953
HENRY COUNTY MEMORIAL HOSPITAL,GENERAL ACUTE CARE,1000 N 16TH ST,,NEW CASTLE,IN,47362,HENRY,39.94337700900007,-85.36296315299995,48.0,10.0,48.0,0.49,0.42,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5647362,1232,150030,5647362
RED RIVER HOSPITAL,PSYCHIATRIC,1505 8TH STREET,,WICHITA FALLS,TX,76301,WICHITA,33.90630724800006,-98.50134063399996,96.0,0.0,96.0,0.6957191780821917,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56476301,4988,454018,56476301
MCLAREN CENTRAL MICHIGAN,GENERAL ACUTE CARE,1221 SOUTH DRIVE,,MOUNT PLEASANT,MI,48858,ISABELLA,43.59912248400007,-84.76141286099994,83.0,8.0,118.0,0.3,0.35,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5648858,1889,230080,5648858
ASPIRUS LANGLADE HOSPITAL,GENERAL ACUTE CARE,112 E FIFTH ST,,ANTIGO,WI,54409,LANGLADE,45.141652,-89.139545,25.0,4.0,25.0,0.49,0.16,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,5654409,4167,521350,5654409
ST GABRIELS HOSPITAL,CRITICAL ACCESS,815 SOUTHEAST SECOND STREET,,LITTLE FALLS,MN,56345,MORRISON,45.966881763000046,-94.36256690199998,25.0,6.0,49.0,0.37,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5656345,2037,241370,5656345
DUNES SURGICAL HOSPITAL,SPECIAL,600 NORTH SIOUX POINT ROAD,,DAKOTA DUNES,SD,57049,UNION,42.50558245200004,-96.495745648,38.0,,38.0,0.22,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5657049,3452,430089,5657049
HEALTHSOUTH REHABILITATION HOSPITAL OF WICHITA FALLS,REHABILITATION,3901 ARMORY ROAD,,WICHITA FALLS,TX,76302,WICHITA,33.873875870000056,-98.48467593,63.0,0.0,63.0,0.8470102196129593,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,56576302,5442,453054,56576302
BENEFIS HEALTH CARE (WEST CAMPUS),GENERAL ACUTE CARE,500 15TH AVE S,,GREAT FALLS,MT,59403,CASCADE,47.48881047400003,-111.29849986699995,,,85.0,,,None,None,HIFLD-BEDS,None,None,5659403,,,5659403
CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,GENERAL ACUTE CARE,4201 MEDICAL CENTER DRIVE,,MCHENRY,IL,60050,MCHENRY,42.317798140000036,-88.27946800299998,264.0,30.0,264.0,0.635625,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_STAFFE,DH-BED_UTILIZ,None,5660050,1132,,5660050
HARRISON COUNTY COMMUNITY HOSPITAL,CRITICAL ACCESS,2600 MILLER STREET,PO BOX 428,BETHANY,MO,64424,HARRISON,40.26453880700007,-94.02565858699995,14.0,,19.0,0.45,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,5664424,2209,261312,5664424
