,Provider Number,FYB,FYE,STATUS,CTRL_TYPE,HOSP10_Name,Street_Addr,PO_Box,City,State,Zip_Code,County,Hospital Adult and Peds Staffed Beds,Hospital Adult and Peds Bed Days Available,Hospital Adult and Peds Inpatient Days,Intensive Care Unit Staffed Beds,Intensive Care Unit Bed Days Available,Intensive Care Unit Inpatient Days,Coronary Care Unit Staffed Beds,Coronary Care Unit Bed Days Available,Coronary Care Unit Inpatient Days,Burn ICU Staffed Beds,Burn ICU Bed Days Available,Burn ICU Inpatient Days,Surgical ICU Staffed Beds,Surgical ICU Bed Days Available,Surgical ICU Inpatient Days,Total Staffed Beds,Total Bed Days Available,Total Inpatient Days,ICU Total Staffed Beds,ICU Total Bed Days Available,ICU Total Inpatient Days,ICU Occupancy Rate,Total Bed Occupancy Rate,geometry
2855,230047,01-JAN-18,31-DEC-18,As Submitted,2,HENRY FORD MACOMB HOSPITAL,215 NORTH AVENUE,NaN,MT. CLEMENS,MI,48043,MACOMB,273.0,99645.0,58057.0,48.0,17520.0,11364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,117165.0,71125.0,48.0,17520.0,11364.0,0.6486301369863013,0.6070498869116203,POINT (-82.880855 42.606871)
2857,230054,01-JUL-18,30-JUN-19,As Submitted,4,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC STREET,NaN,MARQUETTE,MI,49855,MARQUETTE,201.0,73368.0,26378.0,26.0,9432.0,7596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,86711.0,38478.0,26.0,9432.0,7596.0,0.8053435114503816,0.4437499279214863,POINT (-87.4009616 46.5543628)
2879,230100,01-JUL-18,30-JUN-19,As Submitted,1,TAWAS ST. JOSEPH HOSPITAL,200 HEMLOCK/M-55,0659,TAWAS,MI,48764-0659,NaN,43.0,15695.0,2562.0,4.0,1460.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,17155.0,3702.0,4.0,1460.0,856.0,0.5863013698630137,0.21579714368988634,POINT (-83.5089442 44.2756183)
2924,230275,01-JAN-18,31-DEC-18,As Submitted,9,HEALTHSOURCE SAGINAW,3340 HOSPITAL ROAD,NaN,SAGINAW,MI,48603,SAGINAW,7.0,2555.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2555.0,1470.0,0.0,0.0,0.0,0.0,0.5753424657534246,POINT (-84.0513038 43.4551416)
2938,231307,01-OCT-17,30-SEP-18,As Submitted,9,BARAGA COUNTY MEMORIAL HOSPITAL,18341 U.S. HIGHWAY 41,NaN,LANSE,MI,49946,BARAGA,24.0,8760.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8760.0,2109.0,0.0,0.0,0.0,0.0,0.24075342465753424,POINT (-88.42480500000001 46.731815)
2948,231317,01-JUL-18,30-JUN-19,As Submitted,2,KELSEY MEMORIAL HOSPITAL,418 WASHINGTON AVENUE,NaN,LAKEVIEW,MI,48850-,MONTCALM,12.0,4380.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4380.0,894.0,0.0,0.0,0.0,0.0,0.20410958904109588,POINT (-85.27851980000001 43.4407557)
2974,232021,01-JUL-18,30-JUN-19,As Submitted,4,GLS - MUSKEGON,1700 CLINTON STREET 2 SOUTH,NaN,MUSKEGON,MI,49442,MUSKEGON,31.0,11315.0,7083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11315.0,7083.0,0.0,0.0,0.0,0.0,0.6259832081307998,POINT (-86.2428565 43.2221037)
2976,232024,01-MAY-18,30-APR-19,As Submitted,4,SSH - ANN ARBOR,5301 E. HURTON RIVER DR. 7TH FLOOR,NaN,YPSILANTI,MI,48197,WASHTENAW,36.0,13140.0,11149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13140.0,11149.0,0.0,0.0,0.0,0.0,0.8484779299847793,POINT (-83.65513230000001 42.2661919)
2988,232037,01-JAN-18,31-DEC-18,As Submitted,2,SPARROW SPECIALTY HOSPITAL,1210 W. SAGINAW,NaN,LANSING,MI,48915,INGHAM,36.0,13140.0,8496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13140.0,8496.0,0.0,0.0,0.0,0.0,0.6465753424657534,POINT (-84.5705318 42.7415887)
2996,234006,01-JUL-18,30-JUN-19,As Submitted,2,PINE REST CHRISTIAN HOSPITAL,300 68TH STREET SE,165,GRAND RAPIDS,MI,49501-0165,KENT,198.0,72270.0,57010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,72270.0,57010.0,0.0,0.0,0.0,0.0,0.7888473778884738,POINT (-85.65653 42.8405929)
3024,240043,01-JAN-18,31-DEC-18,As Submitted,2,MAYO CLNIC HLTH SYS-ALBRT LEA AUSTIN,1000 1ST DRIVE NW,NaN,AUSTIN,MN,55912,MOWER,141.0,51465.0,12853.0,18.0,6570.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,58035.0,15896.0,18.0,6570.0,1750.0,0.2663622526636225,0.2739036788145085,POINT (-92.9775497 43.6744798)
3054,240166,01-JAN-18,31-DEC-18,As Submitted,2,MAYO CLINIC HEALTH SYSTEM-FAIRMONT,800 MEDICAL CENTER DRIVE,NaN,FAIRMONT,MN,56031-,MARTIN,55.0,20075.0,3494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,20075.0,4864.0,0.0,0.0,0.0,0.0,0.24229140722291406,POINT (-94.4501817 43.6390102)
3057,240206,01-OCT-17,30-SEP-18,As Submitted,7,RED LAKE INDIAN HOSPITAL,24760 HOSPITAL DRIVE,497,RED LAKE,MN,56671,CLEARWATER,23.0,8395.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8395.0,279.0,0.0,0.0,0.0,0.0,0.03323406789755807,POINT (-95.0295792 47.87787609999999)
3070,241309,01-JUL-18,30-JUN-19,As Submitted,2,PINE MEDICAL CENTER,109 COURT AVENUE SOUTH,140,SANDSTONE,MN,55072,PINE,9.0,3285.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3285.0,856.0,0.0,0.0,0.0,0.0,0.26057838660578386,POINT (-92.86528020000002 46.1269528)
3109,241350,01-OCT-17,30-SEP-18,As Submitted,11,MERCY HOSPITAL & HEALTH CARE CENTER,710 KENWOOD AVENUE SOUTH,NaN,MOOSE LAKE,MN,55767-,CARLTON,23.0,8395.0,1654.0,2.0,730.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2626.0,2.0,730.0,25.0,0.03424657534246575,0.28778082191780824,POINT (-92.75197679999999 46.4611418)
3111,241352,01-JAN-18,31-DEC-18,As Submitted,2,MAYO CLINIC HLTH SYS - SPRINGFIELD,625 NORTH JACKSON,NaN,SPRINGFIELD,MN,56087,BROWN,24.0,8760.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8760.0,1247.0,0.0,0.0,0.0,0.0,0.14235159817351598,POINT (-94.9710659 44.2464842)
3147,244002,01-JUL-18,30-JUN-19,As Submitted,10,ANOKA-METRO REGIONAL TREATMENT CTR.,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,ANOKA,110.0,40150.0,31313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,40150.0,31313.0,0.0,0.0,0.0,0.0,0.7799003735990038,POINT (-93.38717579999999 45.1977428)
3148,244005,01-JUL-18,30-JUN-19,As Submitted,10,CHILD & ADOLESCENT BEH. HEALTH SRVS.,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,KANDIYOHI,5.0,1825.0,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1825.0,1849.0,0.0,0.0,0.0,0.0,1.0131506849315068,POINT (-95.0008 45.1333)
3150,244011,01-JUL-18,30-JUN-19,As Submitted,10,ANNANDALE BEHAVIORAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,WRIGHT,16.0,5840.0,5043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,5043.0,0.0,0.0,0.0,0.0,0.8635273972602739,POINT (-94.12416669999999 45.2611111)
3151,244012,01-JUL-18,30-JUN-19,As Submitted,10,ALEXANDRIA BEHAVORIAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,DOUGLAS,16.0,5840.0,5433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,5433.0,0.0,0.0,0.0,0.0,0.9303082191780822,POINT (-95.4218815 45.9279387)
3152,244013,01-JUL-18,30-JUN-19,As Submitted,10,FERGUS FALLS CBHH,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,OTTER TAIL,16.0,5840.0,4937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,4937.0,0.0,0.0,0.0,0.0,0.8453767123287671,POINT (-96.0831553 46.2973385)
3154,244015,01-JUL-18,30-JUN-19,As Submitted,10,BAXTER BEHAVORIAL HEALTH HSP,444 LAFAYETTE ROAD,64979,ST. PAUL,MN,55164-0979,CROW WING,16.0,5840.0,5490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,5490.0,0.0,0.0,0.0,0.0,0.940068493150685,POINT (-94.1401699 46.5957987)
3169,250019,01-OCT-17,30-SEP-18,As Submitted,8,MEMORIAL HOSPITAL AT GULFPORT,BROAD STREET,1810,GULFPORT,MS,39502-,HARRISON,232.0,84680.0,59047.0,26.0,9490.0,6180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,102565.0,72150.0,26.0,9490.0,6180.0,0.6512118018967334,0.7034563447569834,POINT (-89.1168984 30.3672738)
3200,250093,01-APR-18,31-MAR-19,As Submitted,4,BOLIVAR MEDICAL CENTER,901 EAST SUNFLOWER ROAD,NaN,CLEVELAND,MS,38732,BOLIVAR,144.0,52560.0,7039.0,8.0,2920.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,55480.0,11720.0,8.0,2920.0,1481.0,0.5071917808219178,0.21124729632299927,POINT (-90.70842740000001 33.7488092)
3214,250127,01-OCT-17,30-SEP-18,As Submitted,7,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,NaN,PHILADELPHIA,MS,39350,NESHOBA,20.0,7300.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7300.0,672.0,0.0,0.0,0.0,0.0,0.09205479452054795,POINT (-89.1834058 32.7809947)
3227,250168,01-JUL-18,30-JUN-19,As Submitted,10,UMMC-GRENADA,960 AVENT DRIVE,38901,GRENADA,MS,38901-,GRENADA,44.0,16060.0,5668.0,0.0,0.0,0.0,5.0,1825.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,17885.0,7278.0,5.0,1825.0,921.0,0.5046575342465753,0.40693318423259717,POINT (-89.8171553 33.7626948)
3236,251309,01-OCT-17,30-SEP-18,As Submitted,9,FIELD MEMORIAL COMMUNITY HOSPITAL,270 WEST MAIN STREET,639,CENTREVILLE,MS,39631-0639,WILKINSON,16.0,5840.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,3182.0,0.0,0.0,0.0,0.0,0.5448630136986301,POINT (-91.06829719999999 31.0903968)
3245,251319,01-JUL-18,30-JUN-19,As Submitted,10,UNIVERSITY HOSPITAL & CLINICS - HOLM,239 BOWLING GREEN ROAD,NaN,LEXINGTON,MS,39095,HOLMES,25.0,9125.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2608.0,0.0,0.0,0.0,0.0,0.2858082191780822,POINT (-90.0305125 33.1115397)
3248,251323,01-JAN-18,31-DEC-18,As Submitted,2,SCOTT REGIONAL HOSPITAL,317 HIGHWAY 13 SOUTH,259,MORTON,MS,39117-,SCOTT,25.0,9125.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,3598.0,0.0,0.0,0.0,0.0,0.3943013698630137,POINT (-89.67256089999999 32.3440982)
3259,251335,01-JAN-18,31-DEC-18,As Submitted,2,JOHN C. STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,NaN,DEKALB,MS,39328,KEMPER,25.0,9125.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,3690.0,0.0,0.0,0.0,0.0,0.4043835616438356,POINT (-88.67972279999999 32.777974)
3267,252008,01-JUL-18,14-JUN-19,As Submitted,4,PROMISE HOSPITAL OF VICKSBURG,2100 HIGHWAY 61 N  6TH FLOOR,NaN,VICKSBURG,MS,39180,WARREN,35.0,12775.0,7599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12775.0,7599.0,0.0,0.0,0.0,0.0,0.5948336594911937,POINT (-90.82499390000001 32.3741823)
3277,254010,01-JUL-18,30-JUN-19,As Submitted,10,MSH- RECEIVING UNITS,NaN,157A,WHITFIELD,MS,39193-,RANKIN,139.0,50735.0,42536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,50735.0,42536.0,0.0,0.0,0.0,0.0,0.8383955849019414,POINT (-90.07586999999999 32.23699)
3279,260001,01-JUL-18,30-JUN-19,As Submitted,1,MERCY HOSPITAL JOPLIN,100 MERCY WAY,NaN,JOPLIN,MO,64804,JASPER,178.0,64970.0,46347.0,48.0,17520.0,7221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,87600.0,58466.0,48.0,17520.0,7221.0,0.41215753424657536,0.6674200913242009,POINT (-94.5133 37.0842)
3280,260004,07-FEB-18,31-DEC-18,As Submitted,9,COOPER COUNTY COMMUNITY HOSPITAL,17651 B HIGHWAY,88,BOONVILLE,MO,65233,COOPER,46.0,15088.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,15088.0,1629.0,0.0,0.0,0.0,0.0,0.10796659597030753,POINT (-92.7408894 38.944129)
3282,260006,01-JUL-18,30-JUN-19,As Submitted,2,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON,NaN,ST. JOSEPH,MO,64506-3398,BUCHANAN,331.0,120815.0,63546.0,21.0,7665.0,5653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,128480.0,72356.0,21.0,7665.0,5653.0,0.7375081539465101,0.5631693648816937,POINT (-94.7709529 39.7733484)
3284,260011,01-JAN-18,31-DEC-18,As Submitted,1,SSM HEALTH-ST. MARYS-JEFFERSON CITY,100 ST. MARYS MEDICAL PLAZA,NaN,JEFFERSON CITY,MO,65101-,COLE,154.0,56210.0,22700.0,13.0,4745.0,2223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,60955.0,26602.0,13.0,4745.0,2223.0,0.4684931506849315,0.4364203100648019,POINT (-92.1827187 38.5792796)
3285,260015,01-JAN-18,11-JUN-18,As Submitted,4,TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST STREET,NaN,KENNETT,MO,63857,DUNKLIN,102.0,16524.0,2803.0,6.0,972.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,17496.0,3487.0,6.0,972.0,347.0,0.35699588477366256,0.1993026977594879,POINT (-90.0431399 36.2364915)
3289,260023,01-JUL-18,30-JUN-19,As Submitted,2,MERCY HOSPITAL JEFFERSON,HIGHWAY 61 SOUTH,350,CRYSTAL CITY,MO,63019,JEFFERSON,251.0,91615.0,38471.0,28.0,10220.0,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,101835.0,42108.0,28.0,10220.0,2528.0,0.24735812133072407,0.4134924141994403,POINT (-90.3938562 38.1966882)
3291,260025,01-OCT-17,30-SEP-18,As Submitted,2,HANNIBAL REGIONAL HOSPITAL,HIGHWAY 36  6000 HOSPITAL DRIVE,NaN,HANNIBAL,MO,63401,MARION,78.0,28470.0,13266.0,8.0,2920.0,1798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,31390.0,16222.0,8.0,2920.0,1798.0,0.6157534246575342,0.5167887862376553,POINT (-91.45013 39.710562)
3295,260040,01-OCT-17,30-SEP-18,As Submitted,2,COXHEALTH,1423 N JEFFERSON,NaN,SPRINGFIELD,MO,65802,GREENE,496.0,180752.0,125886.0,74.0,27010.0,20627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,220172.0,161938.0,74.0,27010.0,20627.0,0.763680118474639,0.7355067856039823,POINT (-93.28990400000001 37.22498)
3299,260052,01-JUL-18,30-JUN-19,As Submitted,1,MERCY HOSPITAL - WASHINGTON,901 E. 5TH STREET,NaN,WASHINGTON,MO,63090-3098,FRANKLIN,135.0,49275.0,18097.0,13.0,4745.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,54020.0,22181.0,13.0,4745.0,2292.0,0.48303477344573237,0.41060718252499073,POINT (-91.000704 38.55198)
3311,260080,01-JAN-18,15-OCT-18,As Submitted,2,SOUTHEASTHEALTH CENTER OF RIPLEY COU,109 PLUM STREET,336,DONIPHAN,MO,63935,RIPLEY,21.0,6048.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6048.0,521.0,0.0,0.0,0.0,0.0,0.0861441798941799,POINT (-90.82837069999999 36.6316839)
3355,260227,01-JAN-19,11-AUG-19,As Submitted,6,BLACK RIVER MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,NaN,POPLAR BLUFF,MO,63901,BUTLER,8.0,2920.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2920.0,979.0,0.0,0.0,0.0,0.0,0.3352739726027397,POINT (-90.45739709999999 36.7716882)
3392,261334,01-OCT-17,30-SEP-18,As Submitted,4,CAH #6 - I70,105 HOSPITAL DRIVE,NaN,SWEET SPRINGS,MO,65351,SALINE,15.0,5475.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,1003.0,0.0,0.0,0.0,0.0,0.18319634703196347,POINT (-93.41674 38.979019)
3406,262016,01-JAN-18,31-DEC-18,As Submitted,5,LANDMARK HOSPITAL OF JOPLIN  LLC,2040 WEST 32ND STREET,NaN,JOPLIN,MO,64804,JASPER,30.0,10950.0,6267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10950.0,6267.0,0.0,0.0,0.0,0.0,0.5723287671232876,POINT (-94.5133 37.0842)
3413,263028,01-JUN-18,31-MAY-19,As Submitted,5,THE REHABILITATION INSTITUTE OF ST.,4455 DUNCAN AVENUE,NaN,ST. LOUIS,MO,63110,ST. LOUIS,131.0,47815.0,36102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,47815.0,36102.0,0.0,0.0,0.0,0.0,0.7550350308480602,POINT (-90.3049 38.5855)
3418,263033,14-MAY-18,31-DEC-18,As Submitted,5,LANDMARK REHABILITATION HOSPITAL OF,604 OLD HIGHWAY 63 NORTH,NaN,COLUMBIA,MO,65201,BOONE,17.0,3944.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3944.0,874.0,0.0,0.0,0.0,0.0,0.2216024340770791,POINT (-92.3112855 38.9580232)
3419,263301,01-JAN-18,31-DEC-18,Amended,2,ST. LOUIS CHILDRENS HOSPITAL,ONE CHILDRENS PLACE,NaN,ST. LOUIS,MO,63110,ST. LOUIS,211.0,77015.0,43826.0,40.0,14600.0,9333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,137240.0,91442.0,40.0,14600.0,9333.0,0.6392465753424658,0.6662926260565433,POINT (-90.34814299999999 38.636692)
3428,264012,01-JAN-18,31-DEC-18,As Submitted,4,CENTERPOINTE HOSPITAL,4801 WELDON SPRINGS PARKWAY,NaN,ST. CHARLES,MO,63304,ST. CHARLES,104.0,37960.0,32798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,37960.0,32798.0,0.0,0.0,0.0,0.0,0.8640147523709167,POINT (-90.671937 38.7150317)
3430,264017,01-JAN-19,10-FEB-19,As Submitted,4,TWO RIVERS HOSPITAL,5121 RAYTOWN ROAD,NaN,KANSAS CITY,MO,64133,JACKSON,105.0,38325.0,10739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,38325.0,10739.0,0.0,0.0,0.0,0.0,0.28020874103065885,POINT (-94.467658 39.02994)
3450,270074,01-OCT-17,30-SEP-18,As Submitted,7,BLACKFEET COMMUNITY HOSPITAL,760 GOVERNMENT SQUARE,NaN,BROWNING,MT,59417,GLACIER,26.0,9490.0,1707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9490.0,1958.0,0.0,0.0,0.0,0.0,0.20632244467860905,POINT (-113.019753 48.5657292)
3469,271315,01-OCT-17,30-SEP-18,As Submitted,7,FORT BELKNAP HEALTH CENTER,RR1,NaN,HARLEM,MT,59523,BLAINE,6.0,2190.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2190.0,18.0,0.0,0.0,0.0,0.0,0.00821917808219178,POINT (-108.7641978 48.482245)
3481,271327,01-JUL-18,30-JUN-19,Amended,2,ROSEBUD COMMUNITY HOSPITAL,383 N 17TH AVE,268,FORSYTH,MT,59327-,ROSEBUD,24.0,8760.0,271.0,1.0,365.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,3123.0,1.0,365.0,16.0,0.043835616438356165,0.3422465753424658,POINT (-106.6707345 46.2718154)
3493,271339,01-OCT-17,30-SEP-18,As Submitted,7,CROW/NORTHERN CHEYENNE INDIAN HOSPIT,1010 SOUTH 7650 EAST,09,CROW AGENCY,MT,59022,BIG HORN,24.0,8760.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8760.0,819.0,0.0,0.0,0.0,0.0,0.09349315068493151,POINT (-107.4488586 45.5821958)
3521,280125,01-JAN-18,31-DEC-18,As Submitted,2,FAITH REGIONAL HEALTH SERVICES,1500 KOENIGSTEIN AVE,NaN,NORFOLK,NE,68701-,MADISON,98.0,39028.0,13596.0,24.0,8760.0,4830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,47788.0,20255.0,24.0,8760.0,4830.0,0.5513698630136986,0.4238511760274546,POINT (-97.4310399 42.0341142)
3554,281322,01-JAN-18,31-DEC-18,As Submitted,1,SAINT FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR STREET,NaN,WEST POINT,NE,68788,DODGE,25.0,9125.0,1223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,1948.0,0.0,0.0,0.0,0.0,0.21347945205479452,POINT (-96.8828 41.7211)
3601,283025,01-JUL-18,30-JUN-19,As Submitted,1,MADONNA REHABILITATION HOSPITAL,5401 SOUTH STREET,NaN,LINCOLN,NE,68506-2134,LANCASTER,60.0,21900.0,17215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21900.0,17215.0,0.0,0.0,0.0,0.0,0.7860730593607306,POINT (-96.6467804 40.7899274)
3602,283026,01-JUL-18,30-JUN-19,As Submitted,1,MADONNA REHABILITATION HOSPITAL OMAH,17500 BURKE STREET,NaN,OMAHA,NE,68118-2244,DOUGLAS,57.0,20330.0,14432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,20330.0,14432.0,0.0,0.0,0.0,0.0,0.7098868666994589,POINT (-96.1904814 41.2600681)
3627,290049,01-JUL-18,30-JUN-19,As Submitted,2,RENOWN SOUTH MEADOWS MED CTR,1155 MILL STREET,NaN,RENO,NV,89502,WASHOE,42.0,15330.0,7447.0,34.0,12410.0,5956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,27740.0,13403.0,34.0,12410.0,5956.0,0.4799355358581789,0.48316510454217737,POINT (-119.7952114 39.52552)
3705,310010,01-JUL-18,30-JUN-19,As Submitted,2,PRINCETON HEALTHCARE SYSTEM,ONE PLAINSBORO ROAD,NaN,PLAINSBORO,NJ,08536,MIDDLESEX,168.0,61320.0,51624.0,24.0,8760.0,2204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,75190.0,60067.0,24.0,8760.0,2204.0,0.25159817351598174,0.7988695305226758,POINT (-74.56772220000001 40.3275957)
3739,310064,01-JUL-18,30-JUN-19,As Submitted,2,ATLANTICARE REGIONAL MEDICAL CENTER,65 W. JIMMIE LEEDS ROAD,NaN,POMONA,NJ,08240-9102,ATLANTIC,470.0,171550.0,115988.0,38.0,13870.0,8423.0,10.0,3650.0,2467.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,197100.0,135601.0,48.0,17520.0,10890.0,0.6215753424657534,0.6879807204464738,POINT (-74.5403566 39.478386)
3749,310086,01-JAN-19,30-JUN-19,As Submitted,2,KENNEDY UNIVERSITY HOSPITAL,500 MARLBORO AVENUE,5084,CHERRY HILL,NJ,08034,CAMDEN,455.0,166075.0,104820.0,67.0,24455.0,10317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,190530.0,119199.0,67.0,24455.0,10317.0,0.42187691678593336,0.6256180129113526,POINT (-75.016496 39.9287176)
3758,310115,01-JUL-18,31-DEC-18,Amended,1,HACKETTSTOWN MEDICAL CENTER,651 WILLOW GROVE STREET,NaN,HACKETTSTOWN,NJ,07823,WARREN,56.0,10335.0,5889.0,8.0,1472.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,11807.0,6844.0,8.0,1472.0,955.0,0.6487771739130435,0.5796561361903956,POINT (-75.06999999999999 40.82)
