hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,location,county_name,emergency_services,geocode_accuracy,geocode_flag,statecountyfips,cbsa_name,cbsa_code,phone_number,state,url,zip_code,provider_id_int,provider_id_raw,RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899_infped,extra_0899_adult,all_adult_icu_beds,coronary_beds_0900,extra_0999_infped,extra_0999_adult,burn_beds_1000,extra_1099_infped,extra_1099_adult,surg_icu_beds_1100,extra_1199_infped,extra_1199_adult,oth_spec_beds_1200,extra_1299_infped,extra_1299_adult,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899_infped,extra_days_0899_adult,all_adult_icu_bed_days,coronary_bed_days_0900,extra_days_0999_infped,extra_days_0999_adult,burn_bed_days_1000,extra_days_1099_infped,extra_days_1099_adult,oth_spec_bed_days_1100,extra_days_1199_infped,extra_days_1199_adult,oth_spec_bed_days_1200,extra_days_1299_infped,extra_days_1299_adult,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,all_adult_icu_utilization,subtotal_acute_utilization,interns_residents,payroll_employees
MAT-SU REGIONAL MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,61.5612170,-149.2587180,2500 SOUTH WOODWORTH LOOP,PALMER,,MATANUSKA-SUSITNA,TRUE,,0,02170,"Anchorage, AK",11260,(907) 861-6000,AK,https://data.medicare.gov/resource/xubh-q36u/row-ehb8-yifz_k9ea,99645,20006,20006,648225,4,20006,1,2019-05-23,2018-01-01,2018-12-31,2018,364,t,60,14,,,14,,,,,,,,,,,,,74,,,,,,,,74,,16394,1683,,,1683,,,,,,,,,,,,,19471,,,,,,,,1788,,33.0000,72.0000,,586.6600
TRINITY BETTENDORF,Voluntary non-profit - Private,Acute Care Hospitals,41.5661050,-90.5173600,4500 UTICA RIDGE ROAD,BETTENDORF,,SCOTT,TRUE,,0,19163,"Davenport-Moline-Rock Island, IA-IL",19340,(563) 742-5000,IA,https://data.medicare.gov/resource/xubh-q36u/row-nhf5_m4te.4x9j,52722,160104,160104,648247,2,160104,1,2019-05-24,2018-01-01,2018-12-31,2018,364,t,71,10,6,,10,,,,,,,,,,,,,87,,,,,,,,87,5,9865,2302,729,,2302,,,,,,,,,,,,,14603,,,,,,,,1572,,63.0000,46.0000,,347.0000
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,37.6293520,-77.3881020,8260 ATLEE ROAD,MECHANICSVILLE,,HANOVER,TRUE,,0,51085,"Richmond, VA",40060,(804) 764-6000,VA,https://data.medicare.gov/resource/xubh-q36u/row-h5ac-vvhg_ak78,23116,490069,490069,660059,1,490069,5,2019-05-14,2017-09-01,2018-08-31,2017,364,t,200,24,,,24,,,,,,,,,,,,,224,,,,,,,,224,12,52923,8085,,,8085,,,,,,,,,,,,,64049,,,,,,,,3999,,92.0000,78.0000,,1834.2000
LEE'S SUMMIT MEDICAL CENTER,Proprietary,Acute Care Hospitals,38.9022850,-94.3321510,2100 SE BLUE PARKWAY,LEES SUMMIT,,JACKSON,TRUE,,0,29095,"Kansas City, MO-KS",28140,(816) 282-5000,MO,https://data.medicare.gov/resource/xubh-q36u/row-4563.d7dj_x9m5,64063,260190,260190,645575,4,260190,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,70,10,,,10,,,,,,,,,,,,,80,,,,,,,,80,,11882,2460,,,2460,,,,,,,,,,,,,14342,,,,,,,,2321,,67.0000,49.0000,1.2900,349.5500
UNIVERSITY HOSPITAL,Government - State,Acute Care Hospitals,40.7409500,-74.1921300,150 BERGEN ST,NEWARK,,ESSEX,TRUE,,0,34013,"New York-Newark-Jersey City, NY-NJ-PA",35620,(973) 972-5658,NJ,https://data.medicare.gov/resource/xubh-q36u/row-b5qq_ap3x-6s92,7101,310119,310119,661058,10,310119,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,266,41,42,,41,6,,,,,,,,,,,,355,,,,,,,,355,,76488,13849,5718,,13849,1023,,,,,,,,,,,,99643,,,,,,,,,,92.0000,77.0000,329.6900,3545.0000
MARYMOUNT HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.4224160,-81.5982710,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,,CUYAHOGA,TRUE,,0,39035,"Cleveland-Elyria, OH",17460,(216) 581-0500,OH,https://data.medicare.gov/resource/xubh-q36u/row-x3qr~kib9-zfuq,44125,360143,360143,648456,1,360143,1,2019-05-21,2018-01-01,2018-12-31,2018,364,t,193,28,,,28,,,,,,,,,,,,,221,67,,,,,,,288,,24871,5395,,,5395,,,,,,,,,,,,,30266,17357,,,,,,,7120,,52.0000,37.0000,,874.0300
MAJOR HOSPITAL,Government - Local,Acute Care Hospitals,39.5600170,-85.7839700,2451 INTELLIPLEX DR,SHELBYVILLE,,SHELBY,TRUE,,0,18145,"Indianapolis-Carmel-Anderson, IN",26900,(317) 392-3211,IN,https://data.medicare.gov/resource/xubh-q36u/row-r4ki.27zg-ps3s,46176,150097,150097,659263,2,150097,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,40,6,,,6,,,,,,,,,,,,,46,,,,,,,,46,,8423,1511,,,1511,,,,,,,,,,,,,9934,,,,,,,,523,,69.0000,59.0000,,801.5000
PROVIDENCE HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,30.6816900,-88.1983290,6801 AIRPORT BOULEVARD,MOBILE,,MOBILE,TRUE,,0,01097,"Mobile, AL",33660,(251) 633-1000,AL,https://data.medicare.gov/resource/xubh-q36u/row-e52k.abk5_gk2c,36608,10090,10090,659399,2,10090,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,296,33,,,33,20,,,,,,,,,,,,349,,,,,,,,349,,57686,7844,,,7844,4470,,,,,,,,,,,,71743,,,,,,,,4306,,65.0000,56.0000,,1735.4500
FLOYD MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,34.2604540,-85.1799570,304 TURNER MCCALL BLVD P O BOX 233,ROME,,FLOYD,TRUE,,0,13115,"Rome, GA",40660,(706) 509-6900,GA,https://data.medicare.gov/resource/xubh-q36u/row-xuu3.r7hw.gmwg,30162,110054,110054,659936,2,110054,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,201,26,,,26,,,,,,,,,,,,,227,53,19,,,,,,299,5,52964,7662,,,7662,,,,,,,,,,,,,69725,9670,6046,,,,,,17783,,80.0000,84.0000,21.4600,2278.0700
UNIVERSITY HOSPITAL & CLINICS,Voluntary non-profit - Private,Acute Care Hospitals,30.2157920,-92.0456750,2390 WEST CONGRESS,LAFAYETTE,,LAFAYETTE,TRUE,,0,22055,"Lafayette, LA",29180,(337) 261-6000,LA,https://data.medicare.gov/resource/xubh-q36u/row-4gs6.rn2t.zgkk,70506,190006,190006,659954,2,190006,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,42,10,,,10,,,,,,,,,,,,,52,,,,,,,,52,,9357,1583,,,1583,,,,,,,,,,,,,10940,,,,,,,,1817,,43.0000,57.0000,57.2300,744.5800
INTEGRIS BASS BAPTIST HEALTH CENTER,Voluntary non-profit - Private,Acute Care Hospitals,36.3899070,-97.8864990,600 SOUTH MONROE,ENID,,GARFIELD,TRUE,,0,40047,"Enid, OK",21420,(580) 233-2300,OK,https://data.medicare.gov/resource/xubh-q36u/row-utms_e679-iry4,73701,370016,370016,660424,2,370016,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,114,19,,,19,,,,,,,,,,4,46,,183,,,,,,,,183,,5643,4089,,,4089,,,,,,,,,,885,11209,,23599,,,,,,,,563,,59.0000,35.0000,,426.1700
SOUTHERN OHIO MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,38.7539130,-82.9778320,1805 27TH STREET,PORTSMOUTH,,SCIOTO,FALSE,,0,39145,"Portsmouth, OH",39020,(740) 356-5000,OH,https://data.medicare.gov/resource/xubh-q36u/row-52pr_re6y~4mrz,45662,360008,360008,660661,2,360008,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,176,16,,,16,,,,,,,,,,,,,192,,21,,,,,12,225,,39490,3150,,,3150,,,,,,,,,,,,,44078,635,6131,,,,,691,6024,,54.0000,63.0000,1.0900,2413.5200
SAINT JOSEPH BEREA,Voluntary non-profit - Private,Critical Access Hospitals,37.5747890,-84.2860440,305 ESTILL STREET,BEREA,,MADISON,TRUE,,0,21151,"Richmond-Berea, KY",40080,(859) 986-6500,KY,https://data.medicare.gov/resource/xubh-q36u/row-j33c~3m68-qb89,40403,181329,181329,660998,1,181329,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,21,4,,,4,,,,,,,,,,,,,25,,,,,,,,25,,3047,876,,,876,,,,,,,,,,,,,3923,,,,,,,,749,,60.0000,43.0000,,162.8300
CHI HEALTH MERCY COUNCIL BLUFFS,Voluntary non-profit - Private,Acute Care Hospitals,41.2696360,-95.8382010,800 MERCY DRIVE,COUNCIL BLUFFS,,POTTAWATTAMIE,TRUE,,0,19155,"Omaha-Council Bluffs, NE-IA",36540,(712) 328-5000,IA,https://data.medicare.gov/resource/xubh-q36u/row-abwm_b2ah-p5iq,51503,160028,160028,661174,1,160028,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,129,16,,,16,,,,,,,,,,,,,145,,,,,,,,145,,19370,2256,,,2256,,,,,,,,,,,,,22366,,,,,,,,4995,,38.0000,42.0000,,440.8400
BERGER HOSPITAL,Government - Local,Acute Care Hospitals,39.6102810,-82.9377470,600 NORTH PICKAWAY STREET,CIRCLEVILLE,,PICKAWAY,TRUE,,0,39129,"Columbus, OH",18140,(740) 420-8020,OH,https://data.medicare.gov/resource/xubh-q36u/row-zp45_7tue~gsqz,43113,360170,360170,655646,8,360170,1,2019-10-23,2019-01-01,2019-03-31,2019,89,t,75,8,,,8,,,,,,,,,,,,,83,,,,,,,,83,,815,391,,,391,,,,,,,,,,,,,1365,,,,,,,,1060,,54.0000,18.0000,,106.3700
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,Voluntary non-profit - Private,Acute Care Hospitals,44.7001220,-73.4666470,75 BEEKMAN STREET,PLATTSBURGH,,CLINTON,TRUE,,0,36019,"Plattsburgh, NY",38460,(518) 562-7767,NY,https://data.medicare.gov/resource/xubh-q36u/row-gw3i_xs39_gs2j,12901,330250,330250,646968,2,330250,5,2019-05-01,2017-10-01,2018-09-30,2018,364,t,279,21,,,21,,,,,,,,,,,,,300,,,,54,,,,354,,45106,3037,,,3037,,,,,,,,,,,,,49835,,,,10960,,,,,,39.0000,45.0000,,2030.8600
SAN DIMAS COMMUNITY HOSPITAL,Proprietary,Acute Care Hospitals,34.0994230,-117.8350060,1350 W COVINA BLVD,SAN DIMAS,,LOS ANGELES,TRUE,,0,06037,"Los Angeles-Long Beach-Anaheim, CA",31080,(909) 599-6811,CA,https://data.medicare.gov/resource/xubh-q36u/row-8cu2-sqr5-vidq,91773,50588,50588,649167,4,50588,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,87,8,,,8,,,,,,,,,,,,,95,,,,,,,,95,,11037,1142,,,1142,,,,,,,,,,,,,13199,,,,,,,,,,39.0000,38.0000,,325.6400
TRINITAS REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.6589200,-74.2143550,225 WILLIAMSON STREET,ELIZABETH,,UNION,TRUE,,0,34039,"New York-Newark-Jersey City, NY-NJ-PA",35620,(908) 994-5000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-bb2x~8svn-dpqg,7207,310027,310027,649467,1,310027,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,195,25,,,25,,,,,,,,,,,,,220,71,,27,21,103,,,442,,40911,6972,,,6972,,,,,,,,,,,,,51849,22950,,6724,4479,37410,,,,,76.0000,64.0000,57.4300,2922.8600
VIRTUA WEST JERSEY HOSPITALS VOORHEES,Voluntary non-profit - Private,Acute Care Hospitals,39.8423270,-74.9278920,100 BOWMAN DRIVE,VOORHEES,,CAMDEN,TRUE,,0,34007,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,(856) 247-3000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-gtsh-gq9y.2jxt,8043,310022,310022,648552,2,310022,1,2019-05-23,2018-01-01,2018-12-31,2018,364,t,463,48,46,,48,,,,,,,,,,30,,,587,,,,,,,,587,,108498,12808,12515,,12808,,,,,,,,,,2634,,,147517,,,,,,,,,,73.0000,69.0000,33.0600,3040.3800
REGIONAL MEDICAL CENTER OF SAN JOSE,Government - Federal,Acute Care Hospitals,37.3637870,-121.8488230,225 N JACKSON AVENUE,SAN JOSE,,SANTA CLARA,TRUE,,0,06085,"San Jose-Sunnyvale-Santa Clara, CA",41940,(408) 259-5000,CA,https://data.medicare.gov/resource/xubh-q36u/row-qe98-xids.qirm,95116,50125,50125,648592,4,50125,1,2019-05-24,2018-01-01,2018-12-31,2018,364,t,218,34,6,,34,,,,,,,,,,,,,258,,,,,,,,258,6,65782,12867,193,,12867,,,,,,,,,,,,,80140,,,,,,,,2388,,103.0000,85.0000,,1222.3600
WOMEN'S HOSPITAL THE,Proprietary,Acute Care Hospitals,37.9735480,-87.4491090,4199 GATEWAY BLVD,NEWBURGH,,WARRICK,TRUE,,0,18173,"Evansville, IN-KY",21780,(812) 842-4200,IN,https://data.medicare.gov/resource/xubh-q36u/row-rn9t.t87t.eat4,47630,150149,150149,648611,6,150149,1,2019-05-24,2018-01-01,2018-12-31,2018,364,t,50,24,,,24,,,,,,,,,,,,,74,,,,,,,,74,,9087,7258,,,7258,,,,,,,,,,,,,22403,,,,,,,,1686,,83.0000,83.0000,,509.3800
SHERMAN HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.0702210,-88.3314680,1425 NORTH RANDALL ROAD,ELGIN,,KANE,TRUE,,0,17089,"Chicago-Naperville-Elgin, IL-IN-WI",16980,(847) 742-9800,IL,https://data.medicare.gov/resource/xubh-q36u/row-s92y.vebt-myig,60123,140030,140030,649430,1,140030,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,225,30,,,30,,,,,,,,,,,,,255,,,,,,,,255,,48177,5705,,,5705,,,,,,,,,,,,,60597,,,,,,,,7636,,52.0000,65.0000,,1347.5900
MARY LANNING HEALTHCARE,Voluntary non-profit - Other,Acute Care Hospitals,40.5924160,-98.3874740,715 N ST JOSEPH AVE,HASTINGS,,ADAMS,TRUE,,0,31001,"Hastings, NE",25580,(402) 461-5108,NE,https://data.medicare.gov/resource/xubh-q36u/row-6nbf.h76f_85sy,68901,280032,280032,648632,2,280032,1,2019-05-24,2018-01-01,2018-12-31,2018,364,t,87,10,,,10,,,,,,,,,,,,,97,26,9,,11,,,,143,,11646,1993,,,1993,,,,,,,,,,,,,16240,5527,1196,,266,,,,2059,,54.0000,45.0000,,1037.8400
BRONX-LEBANON HOSPITAL CENTER,Proprietary,Acute Care Hospitals,40.8317500,-73.9037560,1276 FULTON AVENUE,BRONX,,BRONX,TRUE,,0,36005,"New York-Newark-Jersey City, NY-NJ-PA",35620,(212) 588-7000,NY,https://data.medicare.gov/resource/xubh-q36u/row-ybqz_42sc_fi95,10456,330009,330009,650853,2,330009,1,2019-06-27,2018-01-01,2018-12-31,2018,364,t,378,31,,,31,11,,,,,,,,,40,,,460,104,,,,,,,564,7,110244,9092,,,9092,3104,,,,,,,,,5223,,,131625,34822,,,,,,,,,80.0000,78.0000,339.9800,4232.2000
"ST FRANCIS HOSPITAL, ROSLYN",Voluntary non-profit - Church,Acute Care Hospitals,40.8045050,-73.6726690,100 PORT WASHINGTON BOULEVARD,ROSLYN,,NASSAU,TRUE,,0,36059,"New York-Newark-Jersey City, NY-NJ-PA",35620,(516) 562-6000,NY,https://data.medicare.gov/resource/xubh-q36u/row-2ciy.ebnz~5w5i,11576,330182,330182,650870,1,330182,1,2019-06-25,2018-01-01,2018-12-31,2018,364,t,288,37,,,37,19,,,,,,20,,,,,,364,,,,,,,,364,,71069,13245,,,13245,6338,,,,,,6546,,,,,,97198,,,,,,,,,,98.0000,73.0000,14.9400,2906.3400
YORK HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.1427990,-70.6510940,15 HOSPITAL DRIVE,YORK,,YORK,TRUE,,0,23031,"Portland-South Portland, ME",38860,(207) 363-4321,ME,https://data.medicare.gov/resource/xubh-q36u/row-d4r3_kkiu_3jv2,3909,200020,200020,651001,2,200020,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,61,5,,,5,,,,,,,,,,,,,66,,,,,,,,66,,11691,1231,,,1231,,,,,,,,,,,,,12922,,,,,,,,,,67.0000,53.0000,,933.4000
COMMUNITY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,39.9650830,-74.2144900,99 RT 37 WEST,TOMS RIVER,,OCEAN,TRUE,,0,34029,"New York-Newark-Jersey City, NY-NJ-PA",35620,(732) 557-8000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-s42f-3avm.g92p,8755,310041,310041,648639,2,310041,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,374,38,,,38,,,,,,,12,,,,,,424,,,,25,,,,449,,96914,4097,,,4097,,,,,,,1385,,,,,,107270,,,,6949,,,,2872,,29.0000,69.0000,,1994.2100
HACKENSACK-UMC MOUNTAINSIDE,Voluntary non-profit - Private,Acute Care Hospitals,40.8120546,-74.2036597,BAY AND HIGHLAND AVE,MONTCLAIR,,ESSEX,TRUE,ROOFTOP,1,34013,"New York-Newark-Jersey City, NY-NJ-PA",35620,(973) 429-6000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-pe3j.pdff_kug9,7042,310054,310054,648640,4,310054,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,165,16,,,16,,,,,,,,,,4,,,185,30,,,16,,,,231,,36567,3150,,,3150,,,,,,,,,,291,,,41538,7006,,,3991,,,,2637,,54.0000,61.0000,42.7300,1118.3200
"BAILEY MEDICAL CENTER, LLC",Proprietary,Acute Care Hospitals,36.3047170,-95.8516840,10502 NORTH 110TH EAST AVENUE,OWASSO,,TULSA,TRUE,,0,40143,"Tulsa, OK",46140,(918) 376-8000,OK,https://data.medicare.gov/resource/xubh-q36u/row-kg4e-zyz8_rkj7,74055,370228,370228,648646,4,370228,1,2019-05-20,2018-01-01,2018-12-31,2018,364,t,67,6,,,6,,,,,,,,,,,,,73,,,,,,,,73,,2941,111,,,111,,,,,,,,,,,,,3546,,,,,,,,449,,5.0000,13.0000,,219.3500
PROVIDENCE NEWBERG MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,45.3085520,-122.9339130,1001 PROVIDENCE DRIVE,NEWBERG,,YAMHILL,TRUE,,0,41071,"Portland-Vancouver-Hillsboro, OR-WA",38900,(503) 537-1555,OR,https://data.medicare.gov/resource/xubh-q36u/row-zttx-g4s5_qqvh,97132,380037,380037,648647,1,380037,1,2019-05-22,2018-01-01,2018-12-31,2018,364,t,36,4,,,4,,,,,,,,,,,,,40,,,,,,,,40,,6616,1129,,,1129,,,,,,,,,,,,,8734,,,,,,,,1290,,77.0000,59.0000,,371.2000
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,45.3566470,-122.5883710,1500 DIVISION STREET,OREGON CITY,,CLACKAMAS,TRUE,,0,41005,"Portland-Vancouver-Hillsboro, OR-WA",38900,(503) 657-6915,OR,https://data.medicare.gov/resource/xubh-q36u/row-4zvi_yd6d-6gyq,97045,380038,380038,648648,1,380038,1,2019-05-22,2018-01-01,2018-12-31,2018,364,t,103,8,,,8,,,,,,,,,,,,,111,,,,,,,,111,,15056,818,,,818,,,,,,,,,,,,,17573,,,,,,,,1973,,28.0000,43.0000,,504.6200
VALLEY PRESBYTERIAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,34.1939170,-118.4632710,15107 VANOWEN ST,VAN NUYS,,LOS ANGELES,FALSE,,0,06037,"Los Angeles-Long Beach-Anaheim, CA",31080,(818) 782-6600,CA,https://data.medicare.gov/resource/xubh-q36u/row-k5i4-nbwt~csaa,91406,50126,50126,648666,2,50126,1,2019-05-24,2017-11-01,2018-12-31,2018,425,t,271,20,,,20,,,,,,,,,,32,10,,333,,17,,,,,,350,,64671,6794,,,6794,,,,,,,,,,5016,564,,83937,,3593,,,,,,,,79.0000,59.0000,,2329.7900
KAISER FOUNDATION HOSPITAL - SOUTH BAY,Voluntary non-profit - Other,Acute Care Hospitals,33.7886230,-118.2943660,25825 SOUTH VERMONT AVENUE,HARBOR CITY,,LOS ANGELES,FALSE,,0,06037,"Los Angeles-Long Beach-Anaheim, CA",31080,(310) 325-5111,CA,https://data.medicare.gov/resource/xubh-q36u/row-schm-gstk~qa9r,90710,50411,50411,649028,2,50411,1,2019-06-06,2018-01-01,2018-12-31,2018,364,t,227,20,10,,20,,,,,,,,,,,,,257,,,,,,,,257,,32644,2405,1323,,2405,,,,,,,,,,,,,40205,,,,,,,,13928,,33.0000,42.0000,4.5000,1112.2300
RIVERSIDE MEDICAL CENTER,Government - Hospital District or Authority,Critical Access Hospitals,30.8351320,-90.1519790,1900 SOUTH MAIN ST,FRANKLINTON,,WASHINGTON,TRUE,,0,22117,"Bogalusa, LA",14220,(985) 795-4431,LA,https://data.medicare.gov/resource/xubh-q36u/row-biqu.ctdj-naqx,70438,191313,191313,649031,11,191313,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,20,5,,,5,,,,,,,,,,,,,25,,,,,,,,25,,1569,39,,,39,,,,,,,,,,,,,1608,,,,,,,,765,,2.0000,17.0000,,240.3800
HOLY NAME MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.8823770,-74.0086290,718 TEANECK RD,TEANECK,,BERGEN,TRUE,,0,34003,"New York-Newark-Jersey City, NY-NJ-PA",35620,(201) 833-3000,NJ,https://data.medicare.gov/resource/xubh-q36u/row-xnww.m9j5.svuu,7666,310008,310008,649047,2,310008,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,265,19,,,19,,,,,,,,,,,,,284,23,,,,,,,307,,56472,4764,,,4764,,,,,,,,,,,,,64840,5007,,,,,,25773,5924,,68.0000,62.0000,,2090.7000
BAYFRONT HEALTH PORT CHARLOTTE,Proprietary,Acute Care Hospitals,26.9898400,-82.0966820,2500 HARBOR BLVD,PORT CHARLOTTE,,CHARLOTTE,TRUE,,0,12015,"Punta Gorda, FL",39460,(941) 766-4122,FL,https://data.medicare.gov/resource/xubh-q36u/row-hxde-mw35~h46w,33952,100077,100077,649183,4,100077,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,225,22,7,,22,,,,,,,,,,,,,254,,,,,,,,254,,40361,6218,1629,,6218,,,,,,,,,,,,,49813,,,,,,,,4763,,77.0000,53.0000,,750.3300
ADVENTHEALTH LAKE WALES,Proprietary,Acute Care Hospitals,27.8965330,-81.5646660,410 S 11TH ST,LAKE WALES,,POLK,TRUE,,0,12105,"Lakeland-Winter Haven, FL",29460,(863) 676-1433,FL,https://data.medicare.gov/resource/xubh-q36u/row-qtf7.zzcz~qpg5,33853,100099,100099,649186,4,100099,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,85,8,,,8,,,,,,,,,,,,,93,38,,,,,,,131,,13113,1920,,,1920,,,,,,,,,,,,,15033,4762,,,,,,,2629,,65.0000,44.0000,,390.2000
LARKIN COMMUNITY HOSPITAL,Proprietary,Acute Care Hospitals,25.7054930,-80.2934690,7031 SW 62ND AVE,SOUTH MIAMI,,MIAMI-DADE,TRUE,,0,12086,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,(305) 284-7500,FL,https://data.medicare.gov/resource/xubh-q36u/row-5e98~g9t4~p9rz,33143,100181,100181,649190,4,100181,1,2019-06-07,2018-01-01,2018-12-31,2018,364,t,103,8,,,8,,,,,,,,,,,,,111,,,10,,,,,121,,24687,883,,,883,,,,,,,,,,,,,25570,,,3105,,,,323,4995,,30.0000,63.0000,263.6700,914.4300
HENDRICKS REGIONAL HEALTH,Government - Local,Acute Care Hospitals,39.7607100,-86.5009950,1000 E MAIN ST,DANVILLE,,HENDRICKS,TRUE,,0,18063,"Indianapolis-Carmel-Anderson, IN",26900,(317) 745-4451,IN,https://data.medicare.gov/resource/xubh-q36u/row-7pz3-j79y~ybxb,46122,150005,150005,649202,9,150005,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,121,12,,,12,,,,,,,,,,,,,133,,,,,,,,133,,16956,1906,,,1906,,,,,,,,,,,,,21765,,,,,,,,2695,,43.0000,44.0000,,1763.0000
GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,38.6729200,-87.5342130,520 S 7TH ST,VINCENNES,,KNOX,TRUE,,0,18083,"Vincennes, IN",47180,(812) 882-5220,IN,https://data.medicare.gov/resource/xubh-q36u/row-f56v.t8ru-iadr,47591,150042,150042,649206,9,150042,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,69,30,,,30,,,,,,,,,,,,,99,20,25,,,,,,144,,12998,7149,,,7149,,,,,,,,,,,,,21142,4410,7324,,,,,,4160,,65.0000,58.0000,,1331.0800
ADVENTHEALTH GORDON,Voluntary non-profit - Church,Acute Care Hospitals,34.5118780,-84.9253700,1035 RED BUD ROAD,CALHOUN,,GORDON,TRUE,,0,13129,"Calhoun, GA",15660,(706) 629-2895,GA,https://data.medicare.gov/resource/xubh-q36u/row-jbx7.hnkp.i7n7,30701,110023,110023,649429,1,110023,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,61,8,,,8,,,,,,,,,,,,,69,,,,,,,,69,,14266,1919,,,1919,,,,,,,,,,,,,17232,,,,,,,,1621,,65.0000,68.0000,,854.5300
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,Voluntary non-profit - Church,Acute Care Hospitals,38.5308090,-89.1159990,400 NORTH PLEASANT AVENUE,CENTRALIA,,MARION,TRUE,,0,17121,"Centralia, IL",16460,(618) 436-8000,IL,https://data.medicare.gov/resource/xubh-q36u/row-328q~u4tz_dprn,62801,140034,140034,649431,1,140034,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,73,9,,,9,,,,,,,,,,,,,82,24,,,,,,,106,,12242,1501,,,1501,,,,,,,,,,,,,14257,5050,,,,,,,2068,,45.0000,47.0000,,564.5000
NEWTON MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.0556490,-74.7649400,175 HIGH ST,NEWTON,,SUSSEX,TRUE,,0,34037,"New York-Newark-Jersey City, NY-NJ-PA",35620,(973) 579-8300,NJ,https://data.medicare.gov/resource/xubh-q36u/row-ipwu-dsvc~3fhm,7860,310028,310028,649468,2,310028,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,120,10,,,10,,,,,,,,,,,,,130,16,,,,,,,146,,31070,2806,,,2806,,,,,,,,,,,,,35235,4653,,,,,,,610,,77.0000,74.0000,,980.9000
